,date,location,position,rating,employee_type,title,pros,cons,recommander,approbation du pdg,perspective commerciale,employment_duration,group,grade,grade_hierarchical,sous_theme_pro: Autonomie et liberté d’action / confiance,sous_theme_con: Autonomie et liberté d’action / confiance,sous_theme_pro: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_con: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_pro: Opportunité de développement professionnel,sous_theme_con: Opportunité de développement professionnel,sous_theme_pro: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_con: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_pro: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_con: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_pro: Outils et infrastructures,sous_theme_con: Outils et infrastructures,sous_theme_pro: Flexibilité,sous_theme_con: Flexibilité,sous_theme_pro: Equilibre vie privée - vie professionnelle,sous_theme_con: Equilibre vie privée - vie professionnelle,sous_theme_pro: Charge de travail / travail stressant,sous_theme_con: Charge de travail / travail stressant,sous_theme_pro: Aspect financier,sous_theme_con: Aspect financier,theme_pro: Contenu et exécution du travail,theme_con: Contenu et exécution du travail,theme_pro: Environnement de travail,theme_con: Environnement de travail,theme_pro: Aménagement du travail,theme_con: Aménagement du travail,theme_pro: Aspect financier,theme_con: Aspect financier,source
404,2023-12-09 00:00:00,Paris,Consultant assistance opérationnelle,1,"Employé actuel, plus d'un an",A fuir,- petite équipe; - augmentation,"- pas de missions: intercontrat pendant longtemps; - missions inintéressantes ( lettrage des antériorités, rapprochements, comptabilité fournisseurs); - aucun soutien de son supérieur hiérarchique: l’aspect commercial compte plus qu’autre chose; - Aucun apprentissage, pas d’after-work, aucune formation ; - bcp de démissions ( même en période d’essai)",-1,0,-1,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,kpmg
405,2023-12-08 00:00:00,Paris,Apprentie  comptable ,5,"Intérimaire actuel, plus d'un an",Très bon BIG FOUR,- cohésion de groupe ; - avancée technologue ; - politique RSE ; - apprentissage collectif,- pression haute; - charge de travail,1,1,0,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,kpmg
406,2023-12-07 00:00:00,Courbevoie,Consultant Senior,4,"Employé actuel, plus de 3&nbsp;ans",Advisory loin derrière l’audit,Image de marque obtenue grâce à l’audit,Toutes les BU ne se valent pas en advisory.; Bientôt il va falloir renommer KPMG advisory en KPMG INTÉGRATION car 80% des projets sont des déploiements IT.,-1,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
407,2023-12-06 00:00:00,Paris,Auditeur Junior,3,"Employé actuel, moins d'un an",KPMG,Evolution annuelle apprentissage + Locaux,A la limite de l'esclavage en terme de respect vie perso/pro,-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
408,2023-12-05 00:00:00,Paris,Analyst,5,"Employé actuel, plus d'un an",Bon endroit pour apprendre,Grande courbe d'apprentissage ; Télétravail ; Ambition organisationnelle,Charge de travail occasionnellement lourde (12+ h/j),0,0,0,2,,Analyst,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0,kpmg
409,2023-12-05 00:00:00,Paris,Analyst Transaction Services,4,"Employé actuel, plus d'un an",Très bon cabinet,"Formations, Environnement de travail, rémunération","Charges de travail, staffing parfois insuffisant",1,1,1,2,,Analyst,Junior,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,kpmg
410,2023-12-04 00:00:00,Lille,Senior Auditor,4,Employé actuel,Senior,"Bon salaire, cadre dynamique, excellente ambiance","Charge de travail, communication du management",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,kpmg
411,2023-12-04 00:00:00,Paris,Senior Manager,4,Ancien employé,Bonne Ecole,Projets tres interessants. Outils elaborés. Diversité des missions,Pas de vie car charge de travail lourde,1,1,0,,,Manager,Senior,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
412,2023-12-04 00:00:00,Paris,Senior expertise comptable,4,"Ancien employé, plus d'un an",Une expérience intéressante,"Clients intéressants, évolutions possibles, très bonne ambiance",Rythme élevé et des salaires qui pourraient être revalorisés,1,0,0,2,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,kpmg
413,2023-12-01 00:00:00,Paris,Consultant,5,Employé actuel,KPMG,"Bonne ambiance de travail, environnement stimulant et respectueux de l'équilibre vie pro/perso.",Aucun inconvénient à signaler chez KPMG.,1,0,1,,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,kpmg
414,2023-11-30 00:00:00,Paris,Consultant Junior,4,Employé actuel,KPMG,Apprentissage ; Exposition ; réseau ; Prestige; missions variées,Système pyramidal pas toujours très claire ; pas de prime ; CSE pas performant,0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,kpmg
415,2023-11-29 00:00:00,Courbevoie,Employé anonyme,2,Ancien employé,Consultante en finance strategy &amp; performance,"Formation, locaux, ambiance équipe, évolution,","Missions des fois très courtes et pas intéressantes, salaires, pas de prime",0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,kpmg
416,2023-11-28 00:00:00,Courbevoie,Analyste Transaction Services,2,"Ancien employé, plus d'un an",KPMG ou comment exploiter ses employés,Diversité des missions dans de nombreux secteurs et à l'international; Afterwork et offsight; Equipe jeune,"Horaires à rallonge, pas d'équilibre vie pro vie perso. Avoir sa soirée signifie finir à 21h. S'attendre à bosser le week-end et les jours fériés. Il n'est pas rare de finir à 3h du mat' sur une mission, c'est même plutôt la norme en fin de mission.; Management par la terreur où on cherche à exploiter le plus possible les personnes plutôt que de les faire grandir. Pendant mes 2 ans chez KPMG, 2 personnes étaient en arrêt pour burn out sur une équipe de 20 personnes ...",-1,0,-1,2,,Analyst,Junior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
417,2023-11-27 00:00:00,Nantes,Auditeur Financier Stagiaire,4,"Ancien stagiaire, moins d'un an",Stage Audit financier,"Bon salaire, formateur, accessible sans trop d'expérience","Charge horaire, beaucoup de déplacements, missions redondantes",0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
418,2023-11-27 00:00:00,Paris,Audit Junior,5,"Employé actuel, moins d'un an",Positif,Bien payé; Bel esprit d’équipe,Gros horaires; Pas de chèques noël,1,1,1,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,kpmg
419,2023-11-27 00:00:00,Paris,Responsable Communication,4,"Employé actuel, plus d'un an",Un cabinet engagé,1er des Big4 passé Entreprise à Mission,"Cabinet très hierarchisé, manquant parfois de réactivité",1,1,0,2,,Manager,Senior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
420,2023-11-26 00:00:00,Paris,Manager - Advisory,3,"Employé actuel, moins d'un an",Stimulant mais demande de l'engagement,Environnement stimulant avec des collègues intelligents; Salaire satisfaisant,Pression; Charge de travail et engagement nécessaire,1,0,1,0.5,,Manager,Senior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
421,2023-11-25 00:00:00,Paris,Assistant Manager,4,Employé actuel,Assistant Manager KPMG,Télétravail - formations disponibles - congés payés et RTT,pas d'inconvénients à noter RAS,0,0,0,,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,kpmg
422,2023-11-22 00:00:00,Marseille,Auditeur stagiaire,5,"Employé actuel, moins d'un an",Stage audit financier,Une ambiance sans faille accompagnée d'une excellente formation !,Je n'ai pas trouvé de réel inconvénient.,1,0,1,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
423,2023-11-21 00:00:00,Paris,Infrastructure Analyst,3,Ancien employé,ok,Projets et environnement de travail stimulants,les managers mettent beaucoup la pression,0,0,0,,,Analyst,Junior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
424,2023-11-20 00:00:00,Lille,Manager Gestion Sociale,4,"Employé actuel, plus de 5&nbsp;ans",Une formidable tranche de vie professionnelle !!,"Activités variées, challengeantes. Une superbe école professionnelle.",Rien : tout correspondait à mon projet professionel,1,1,1,6.5,,Manager,Senior,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,kpmg
425,2023-11-20 00:00:00,Paris,Transaction Services Analyst,1,"Employé actuel, moins d'un an",Transaction services analyst,"Technique financière, travailler sur des secteur variés","horaires difficiles, salaire en dessous du marché",0,0,0,0.5,,Analyst,Junior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,1,kpmg
426,2023-11-19 00:00:00,Paris,Auditeur stagiaire,5,Ancien employé,Très bon stage,Très formateur on en apprend énormément sur différentes industries. Bon salaire. Misions variées.,"Horaires importantes, on fini assez tard en général.",0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,1,0,kpmg
427,2023-11-16 00:00:00,Paris,consultant secteur public,3,Employé actuel,/,Les différentes missions sont intéressantes.,La charge de travail est trop élevée.,0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
428,2023-11-15 00:00:00,Marseille,Audit Intern,4,"Ancien stagiaire, moins d'un an",trés formateur,"trés formateur, un réel plus sur le CV","souvent dans le rush, longues periodes de travaille",0,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
429,2023-11-15 00:00:00,Paris,Apprenti,2,"Employé actuel, plus d'un an",Savoir pourquoi vous venez,Formation rude où l'on apprend à coup d'erreurs mais j'en tire du positif pour la suite.,"Cependant, cela ne fonctionne pas pour toutes les personnalités et si vous ne savez pas pourquoi vous venez il est possible que vous soyez rapidement vide de sens avec les grosses charges de travail et les heures supplémentaires à répétition",-1,1,-1,2,,Unknown,Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,2,0,0,kpmg
430,2023-11-15 00:00:00,"Bordeaux, Nouvelle-Aquitaine",Senior Accountant,4,Employé actuel,Salaire senior 1,Cohésion des équipes au sein du bureau,Respect temps de travail temps personnel faible,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,kpmg
431,2023-11-15 00:00:00,Paris,Auditeur Financier,3,Ancien employé,auditeur financier,"réduction restaurant, salle de sport",des changements fréquent du calendrier,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,kpmg
432,2023-11-15 00:00:00,Paris,Auditeur stagiaire,4,"Stagiaire actuel, moins d'un an",salaire KPMG,"chèques restaurants pour les stagiaires, CE, salle de sport.",Des horaires élevés durant l'audit des comptes.,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,kpmg
433,2023-11-14 00:00:00,Paris,Stage auditeur financier,5,Stagiaire actuel,Idée salaire KPMG,"1700 euros, équipe très agréable, entretien très sympa",Je n'ai pas d'inconvénients à signaler.,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,kpmg
434,2023-11-14 00:00:00,Paris,Auditeur Junior,4,Employé actuel,Audit,"Carrière, restaurant, salaire, évolutions possibles, RTT",Forte amplitude des horaires de travail,0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,3,1,0,kpmg
435,2023-11-13 00:00:00,Paris,Senior Data Scientist,2,"Employé actuel, plus de 3&nbsp;ans",Expérience inhumaine,Salaire attractif Évolution rapide Diverses missions,Pas de balance vie perso vie pro Des heures de travail interminables Management pas top Avantage bonus et participation pas intéressants,-1,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,1,kpmg
436,2023-11-09 00:00:00,Paris,Assistant Manager,3,Employé actuel,Retour sur expérience,Bonne ambiance Possibilité d'évoluer dans d'autres départements (mobilité),Charge de travail et turnover importante en forte saison .,1,1,0,,,Manager,Senior,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
437,2023-11-08 00:00:00,"Bordeaux, Nouvelle-Aquitaine",Auditeur Financier,5,"Stagiaire actuel, moins d'un an",Bon stage,"Travail en équipe, technique, communication, formation",Horaires de travail étendues mais prévisibles,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
438,2023-11-07 00:00:00,Courbevoie,consolideur,5,"Ancien stagiaire, moins d'un an",Très belle expérience,"Apprentissage, collègues très sympas, management bienveillant, TT, équilibre vie pro/perso, rémunération, beaux locaux, cantine... Je recommande le service consolidation Middle Market à 100%!!",Aucun inconvénient. Je recommande fortement,1,1,0,0.5,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,kpmg
439,2023-11-07 00:00:00,Paris,Employé anonyme,3,Ancien employé,———-,"télétravail, flexibilité valeur fortes société à mission",Très peu de tickets restaurants,0,0,0,,,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,kpmg
440,2023-11-07 00:00:00,Paris,Consultant Senior,3,"Ancien employé, moins d'un an",Modèle vieillissant,Bénéficier des formations/ assets etc. d'un big 4,"Culture d'entreprise qui tend à normaliser l'absence d’équilibre vie-pro et vie perso, pas de vision sur les enjeux de ""demain"", performance financière uniquement",-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,1,kpmg
441,2023-11-03 00:00:00,Paris,Senior IT Transformation Consultant,3,"Employé actuel, plus de 5&nbsp;ans",Environnement stimulant,Projets variés et très intéressants. On apprend énormément.,il n'y a pas d'équilibre pro perso,1,0,0,6.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
442,2023-11-02 00:00:00,Lyon,Consultant,4,"Employé actuel, plus de 3&nbsp;ans",Bonne entreprise,Valeurs humaines Communication Evenemements récurent,Salaire peu attractif au début,0,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,kpmg
443,2023-11-01 00:00:00,Paris,Auditeur senior expérimenté,4,Ancien employé,Bon apprentissage,Diversité des missions données et des clients,Intense des missions auxquelles j'ai participé,0,0,0,,,Unknown,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,kpmg
444,2023-10-30 00:00:00,Lyon,Accounting Internship,4,"Stagiaire actuel, moins d'un an",Rémunération stagiaire,missions intéressantes cohésion d'équipe suivi des missions avec les managers,Les rémunérations des stagiaires sont faibles,1,1,0,0.5,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,kpmg
445,2023-10-29 00:00:00,Paris,Juriste,3,"Ancien employé, plus de 5&nbsp;ans",Service ressources humaines,"Télétravail, mutuelle, équilibre vie privée vie pro",Peu d’évolution salariale aux ressources humaines,1,1,1,6.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,kpmg
446,2023-10-29 00:00:00,Paris,Superviseur,3,"Employé actuel, plus de 5&nbsp;ans",Equilibre,- Cadre propice a l'apprentissage - Bonne relation avec la hierarchie,- Mauvaise équilibre vie privée vie pro - Beaucoup de travail accomplie sans gratification,-1,-1,-1,6.5,,Supervisor,Intermédiaire,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,3,0,0,kpmg
447,2023-10-27 00:00:00,Paris,Auditeur Financier Stagiaire,3,Ancien employé,Stagiaire Audit,Bon salaire et une bonne expérience,"Mauvais esprit d'équipe, mentalité et gros horaires pour les juniors car sous effectif",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
448,2023-10-27 00:00:00,Paris,"Manager, Audit Services",5,Ancien employé,Super,"Super accompagnement managérial, bonne formation","Horaires parfois difficile, saison lourde",0,0,0,,,Manager,Senior,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
449,2023-10-25 00:00:00,Paris,Assistante RH,3,"Employé actuel, plus d'un an",Salaire Assistante RH,CSE et 13e mois qui sont des avantages intéressants + possibilité de travailler 4/semaine après congé mat/pat pendant 6 mois et payé 100%,Pas de bonus contrairement aux consultant,0,0,1,2,,Assistant,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,1,1,kpmg
450,2023-10-23 00:00:00,Paris,Audit Intern,5,"Ancien stagiaire, moins d'un an",Stagiaire Audit,- Big 4 - Stimulant intellectuellement - Expérience,- Rythme de travail - Redondance légère du poste (pas propre à KPMG),0,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,kpmg
451,2023-10-19 00:00:00,Paris,Auditeur Junior,4,Employé actuel,salaire kpmg,il y a une bonne ambiance,Il y a beaucoup de travail.,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,kpmg
452,2023-10-19 00:00:00,Nantes,Avocat,2,Employé actuel,Petits dossiers variés mais on fait le tour rapidement,"Belle marque, possibilité d’intervenir sur plusieurs bureaux",Comportements en l’encontre des valeurs prônées.,0,1,0,,,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
453,2023-10-17 00:00:00,Toulouse,Stagiaire,4,Ancien stagiaire,Bien,Diversité des taches et du travail,Difficile d’y rentrer. Beaucoup de demande,0,0,0,,,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,kpmg
454,2023-10-09 00:00:00,Paris,Consultant Junior,3,Ancien employé,normal,recrute des jeunes diplomés en sortie d'école,"ambiance pas top, très old school",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
455,2023-10-06 00:00:00,Paris,Consultant,3,"Employé actuel, plus d'un an",formateur,"Formation, équipe, management, CV, missions","Salaire, salaire, salaire, salaire, salaire",0,0,0,2,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,kpmg
456,2023-10-05 00:00:00,Paris,Consultant,5,Ancien stagiaire,Super stage,Le fait d'être dans une organisation à rayonnement internationale + le salaire,On ne sent pas vraiment son impact,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
457,2023-10-01 00:00:00,Paris,Assistant Manager,5,Employé actuel,Très bonne formation,Salaires fixes et primes de fin d'année,les horaires de travail étendues,1,1,1,,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
458,2023-09-29 00:00:00,Paris,Technicien Support,3,Ancien employé,Correct,Souplesse dans les équipes malgré le manque de solidarité,Beaucoup de turnover c’est dommage,0,0,0,,,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,kpmg
459,2023-09-29 00:00:00,Paris,Consultant Junior/confirmé,4,"Ancien employé, plus d'un an",Bon apprentissage,Excellent apprentissage en transaction services,Rythme intense mais cela est compensé par des récupérations,0,0,0,2,,Unknown,Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,2,0,0,kpmg
460,2023-09-28 00:00:00,Toulouse,Auditeur Financier Stagiaire,5,"Ancien stagiaire, moins d'un an",Auditeur stagiaire,- Reconnaissance - Apprentissage - Salaire,- Horaire - Pression - Équilibre vie pro perso,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,kpmg
461,2023-09-27 00:00:00,Paris,Data Engineer,4,"Freelance actuel, plus de 3&nbsp;ans",Environnement challengeant,"Beaucoup de challenge, et innovation",Process parfois lents avec de nombreux retard,1,0,1,4,,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
462,2023-09-27 00:00:00,Courbevoie,Consultant,4,"Ancien employé, plus de 3&nbsp;ans",Bonne entreprise,Un fort Esprit d’équipe L’ambiance au sein de l’équipe,Les Horaires importantes parfois L’affectation des projets,1,1,1,4,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
463,2023-09-27 00:00:00,Paris,Senior Manager Deal Advisory,4,"Ancien employé, plus de 3&nbsp;ans",Très bonne expérience,Valeurs d'excellence et de travail. Bonnes formations. Salaires très intéressants,Wokisme. Charge de travail. Besoin de faire beaucoup de politique en interne.,1,0,-1,4,,Manager,Senior,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
464,2023-09-23 00:00:00,Paris,Audit financier senior,3,Ancien employé,Avis KPMG,audit = très formateur ; repas en notes de frais,"équilibre vie professionnelle - vie personnelle pas top, beaucoup de déplacement",0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
465,2023-09-23 00:00:00,Paris,Advisory Consultant,3,"Ancien employé, plus d'un an",advisory,très bonne équipe très bonne ambiance,on s'en fou de toi et de ta carrière,1,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,kpmg
466,2023-09-22 00:00:00,Toulouse,Employé anonyme,4,"Ancien employé, plus d'un an",Consultant et auditeur,Bon salaire et primes. Super équipe.,"Charges de travail, équilibré vie pro/perso.",0,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,0,kpmg
467,2023-09-21 00:00:00,Paris,Auditeur Financier,4,"Ancien stagiaire, moins d'un an",Stage intéressant mais variable,"Un très bon salaire en stage, un véritable parcours pour les stagiaires, une forte exposition,","Des tâches très répétitives, possibilité de faire la même chose pendant deux mois si les équipes le souhaitent",1,1,1,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
468,2023-09-20 00:00:00,Paris,Apprenti audit financier ,1,"Employé actuel, plus d'un an","Beaucoup de règles, formalités inutiles",Très bon formateur Locaux sympa,"Ils autorisent pas à faire télétravail même si on a RIEN A FAIRE ou on travaille SEUL et communiquer UNIQUEMENT SUR TEAMS. Souvent il y a des problèmes de transport, une fois j'ai dû payer 70€ pour pouvoir rentrer. Pas d'avantage social, quand il y a une mission on nous laisse pas rentrer alors qu'on a fini, faut attendre leur MOT POUR RENTRER qui nous demande souvent au moins 1h d'attente. Pas de ticket restaurant, la cantine est super cher.",-1,0,-1,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,1,kpmg
469,2023-09-18 00:00:00,Lyon,Audit Junior,4,Ancien employé,Bonne expérience,salaire entrée intéressant Pour un jeune diplôme,Équilibre pro perso à revoir,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,1,0,kpmg
470,2023-09-18 00:00:00,Lyon,Audit Senior,5,Employé actuel,bien,"13 eme mois, interessement, rtt","rien à signaler, ok ok",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
